year,title,type,wiki_id,tvt_id,trope_count
1981,Graduation Day,film,11397477,459140,18
1981,Hardly Working,film,5038050,471936,7
1981,Gregory's Girl,film,1353441,479177,13
1981,Zorro The Gay Blade,film,3286162,479914,17
1981,Vabank,film,8828468,483147,45
1981,The Loch Ness Horror,film,24686454,488811,25
1981,Modern Problems,film,2641235,496264,6
1981,Road Games,film,43438798,496355,25
1982,The Beastmaster,film,490979,17704,52
1982,Madman,film,11677522,67176,29
1982,The Toy,film,1069758,69879,12
1982,Swamp Thing,film,5929445,228018,21
1982,First Blood,film,872441,261065,32
1982,Sophie's Choice,film,4016437,264931,19
1982,The Man from Snowy River,film,6534317,271258,47
1982,Missing,film,106357,294430,13
1982,Superstition,film,43565492,295269,13
1982,The Slumber Party Massacre,film,4343453,295922,35
1982,Alone in the Dark (1982),film,4083099,297048,33
1982,Humongous,film,2276474,297049,5
1982,Visiting Hours,film,7321030,297054,20
1982,Halloween III: Season of the Witch,film,243064,300849,52
1982,E.T. the Extra-Terrestrial,film,73441,301870,77
1982,Star Trek II: The Wrath of Khan,film,27098,310060,109
1982,Creepshow,film,536521,310204,88
1982,Quest for Fire,film,12076925,311513,11
1982,Dead Men Don't Wear Plaid,film,103088,311681,52
1982,The Dorm That Dripped Blood,film,15945871,314474,10
1982,Hospital Massacre,film,6574313,315420,7
1982,Blade Runner,film,3746,320774,175
1982,Fitzcarraldo,film,441249,325648,25
1982,Basket Case,film,2283532,326981,26
1982,The Dark Crystal,film,348292,328912,137
1982,The Secret of NIMH,film,558970,340176,117
1982,Gandhi,film,369508,342180,38
1982,The Head Hunter,film,25224851,343136,7
1982,Time Walker,film,4055486,350934,17
1982,Diner,film,1150634,351079,29
1982,Fast Times at Ridgemont High,film,453236,351236,40
1982,Firefox,film,694482,351237,24
1982,The Last Unicorn,film,313002,351238,119
1982,Mazes and Monsters,film,600807,351239,32
1982,The Watcher in the Woods,film,4187903,351257,16
1982,Grease 2,film,289253,353772,13
1982,The Sword and the Sorcerer,film,2400693,354869,37
1982,An Officer and a Gentleman,film,242539,359965,33
1982,My Favorite Year,film,168483,359967,51
1982,Tootsie,film,76394,359968,33
1982,Turkey Shoot,film,18632376,359969,47
1982,The Verdict,film,106359,359971,22
1982,Victor/Victoria,film,242525,359972,57
1982,Koyaanisqatsi,film,18932654,360006,29
1982,Friday the 13th Part III,film,2317340,367247,57
1982,Timerider The Adventure Of Lyle Swann,film,1831039,367912,35
1982,Forbidden World,film,3178385,368745,7
1982,Parasite,film,4363119,377225,18
1982,Conan the Barbarian (1982),film,3444797,379628,117
1982,Eating Raoul,film,1087895,380404,19
1982,The Thing (1982),film,30809,382031,94
1982,Silent Rage,film,2423917,387039,28
1982,Summer Lovers,film,1965350,394900,11
1982,Night Crossing,film,4235704,429925,9
1982,The New York Ripper,film,1963352,433948,12
1982,Airplane II: The Sequel,film,1763713,436231,83
1982,Himala,film,10815137,446223,41
1982,Annie (1982),film,12823099,457911,40
1982,Death Screams,film,13393290,459467,17
1982,The Forest,film,37481915,459522,12
1982,The Best Little Whorehouse in Texas,film,14429341,460382,10
1982,Zapped,film,2466810,461522,27
1982,The Pirate Movie,film,2255603,465249,17
1982,It Came From Hollywood,film,2595249,474917,6
1982,The Year Of Living Dangerously,film,30524,475706,33
1982,Forced Vengeance,film,8269287,477852,23
1982,Young Doctors In Love,film,8212456,491009,49
1982,Xtro,film,2831557,501038,14
1983,Duel to the Death,film,20382734,66720,56
1983,Valley Girl,film,2406870,67076,22
1983,Deathstalker,film,12234690,80115,17
1983,Pieces,film,8471210,232892,30
1983,Of Unknown Origin,film,24388527,286800,14
1983,Sledgehammer,film,39310721,290810,128
1983,Yellowbeard,film,1954206,292143,39
1983,Sleepaway Camp,film,715207,295923,40
1983,Nate and Hayes,film,5396711,296690,55
1983,Vigilante,film,28362983,304081,8
1983,National Lampoon's Vacation,film,511622,314159,41
1983,The Final Terror,film,13377940,324814,10
1983,Videodrome,film,456587,325767,51
1983,The Keep,film,1401046,330571,36
1983,Return of the Jedi,film,50744,336575,103
1983,The House On Sorority Row,film,4639948,341665,14
1983,The King Of Comedy,film,482383,348682,19
1983,Octopussy,film,541642,348890,122
1983,Never Say Never Again,film,490101,348902,21
1983,Superman III,film,1059701,350711,94
1983,Flashdance,film,168602,351006,35
1983,Krull,film,4622896,351008,94
1983,WarGames,film,34130,351010,87
1983,Monty Python's: The Meaning of Life,film,205512,351366,38
1983,Fire and Ice,film,2558588,354424,14
1983,Risky Business,film,561226,359607,30
1983,Shaolin and Wu Tang,film,4538118,359877,19
1983,Class of 1984,film,5550520,359958,31
1983,The Big Chill,film,545795,359975,22
1983,Blue Thunder,film,1140398,359976,46
1983,BMX Bandits,film,1354062,359977,7
1983,Brainstorm,film,1103547,359980,28
1983,Eddie and the Cruisers,film,3601835,360004,28
1983,Easy Money,film,5733324,360005,9
1983,Legend Of The Eight Samurai,film,4242930,360009,17
1983,Local Hero,film,242104,360140,38
1983,The Lonely Lady,film,3235385,360141,38
1983,The Man With Two Brains,film,199505,360142,57
1983,"Merry Christmas, Mr. Lawrence",film,558578,360143,32
1983,Overdrawn at the Memory Bank,film,961749,360146,14
1983,The Return of Captain Invincible,film,5506183,360149,30
1983,The Star Chamber,film,4981484,360156,24
1983,Strange Brew,film,797330,360157,38
1983,Terms Of Endearment,film,113427,360159,5
1983,Trading Places,film,520990,360160,90
1983,Uncommon Valor,film,2918585,360163,35
1983,Yentl,film,17315314,360166,17
1983,Zelig,film,224224,360169,15
1983,Yor: The Hunter from the Future,film,3685714,360171,53
1983,Jaws 3D,film,1173339,378576,22
1983,Twilight Zone: The Movie,film,1318335,381854,8
1983,Still Smokin,film,2083607,393406,8
1983,Bullshot,film,2974909,399316,51
1983,Cujo,film,13235461,403335,33
1983,Doctor Detroit,film,2236330,408909,8
1983,Get Crazy,film,9989811,414042,23
1983,Christine,film,2071077,416694,38
1983,The Dead Zone,film,451062,421649,20
1983,Mr. Mom,film,1801280,422154,21
1983,Lone Wolf McQuade,film,2448736,423213,14
1983,Sudden Impact,film,1179229,435923,38
1983,Conquest,film,13899957,440787,26
1983,My Breakfast With Blassie,film,3776452,450005,5
1983,Scarface (1983),film,267848,455061,107
1983,Testament,film,242542,456308,27
1983,The Deadly Spawn,film,14684782,458918,17
1983,Sweet Sixteen,film,5109756,459610,12
1983,The Entity,film,690918,463040,11
1983,Joysticks,film,24355152,463767,16
1983,Utu,film,267195,496436,53
1983,The Scarlet And The Black,film,2399954,496562,12
1983,Fanny and Alexander,film,487300,499416,23
1984,Tank,film,3009486,57661,23
1984,Starman,film,168498,279131,25
1984,Supergirl,film,1616817,287245,37
1984,Runaway,film,2795282,295733,84
1984,Razorback,film,4086317,296689,12
1984,The Return Of Godzilla,film,12005,309688,58
1984,Top Secret!,film,983849,313569,31
1984,Don't Open Till Christmas,film,25502856,314472,94
1984,Beverly Hills Cop,film,680398,315431,29
1984,"Silent Night, Deadly Night",film,1954311,316040,37
1984,Amadeus,film,1065214,317813,56
1984,C.H.U.D.,film,1305819,323984,21
1984,The Company of Wolves,film,1495709,324016,34
1984,Give My Regards to Broad Street,film,29447223,324227,45
1984,The Ice Pirates,film,4221457,325040,59
1984,Streets of Fire,film,885876,325312,107
1984,Indiana Jones and the Temple of Doom,film,81503,328531,138
1984,Sex Mission,film,417744,333423,42
1984,Suburbia,film,670267,334067,31
1984,This Is Spinal Tap,film,99545,334168,82
1984,Night of the Comet,film,2381862,348947,52
1984,Dreamscape,film,1290721,350995,22
1984,Johnny Dangerously,film,2093425,350997,71
1984,The Muppets Take Manhattan,film,1099178,350998,50
1984,The Philadelphia Experiment,film,666026,350999,31
1984,Wheels On Meals,film,3504129,351002,21
1984,Star Trek III: The Search for Spock,film,206879,352191,111
1984,The Terminator,film,30327,354288,137
1984,Police Academy,film,6043780,356751,108
1984,Revenge of the Nerds,film,341399,356879,83
1984,Romancing the Stone,film,578001,357088,61
1984,The Gods Must Be Crazy,film,261237,359650,62
1984,The Right Stuff,film,113442,360151,61
1984,The Adventures of Buckaroo Banzai Across the 8th Dimension,film,142274,360411,126
1984,All of Me,film,3499995,360413,20
1984,American Dreamer,film,8557673,360414,27
1984,Another Country,film,19374272,360415,13
1984,Blood Simple,film,276070,360417,38
1984,Bachelor Party,film,1841530,360418,34
1984,Dune,film,71415,360421,50
1984,Electric Dreams,film,1335244,360423,39
1984,The Element of Crime,film,346196,360425,40
1984,The Flamingo Kid,film,1882500,360426,5
1984,The Killing Fields,film,1217079,360429,7
1984,Moscow on the Hudson,film,374885,360430,29
1984,The Last Starfighter,film,338849,360431,124
1984,The Natural,film,11213660,360432,29
1984,Once Upon a Time in America,film,442308,360433,13
1984,Purple Rain,film,226331,360434,23
1984,Repo Man,film,26541,360435,45
1984,Secret Honor,film,2634175,360437,7
1984,Sheena,film,2398332,360438,44
1984,Sixteen Candles,film,685977,360439,39
1984,Swing Shift,film,9308910,360440,19
1984,Splash,film,338962,360443,62
1984,Friday the 13th: The Final Chapter,film,2546429,366338,37
1984,Stop Making Sense,film,1471831,367145,27
1984,A Nightmare on Elm Street (1984),film,3028191,371822,66
1984,Conan the Destroyer,film,1024501,379858,30
1984,Red Dawn (1984),film,265143,383436,91
1984,The Woman In Red,film,2724049,401383,26
1984,Firestarter,film,16182808,405569,86
1984,The Evil That Men Do,film,17151705,415535,62
1984,Broadway Danny Rose,film,2421409,421761,13
1984,The Bounty,film,147829,422369,34
1984,A Soldiers Story,film,113451,433835,21
1984, Children of the Corn (1984),film,26946311,450449,37
1984,The Prey,film,8856020,459598,16
1984,Iceman,film,2622639,465045,18
1985,Weird Science,film,241171,38882,59
1985,Legend,film,922084,43161,91
1985,Enemy Mine,film,6276691,44518,33
1985,Clue,film,67371,81467,124
1985,D.A.R.Y.L.,film,739821,283469,32
1985,Lifeforce,film,1526756,284363,59
1985,Teen Wolf,film,675790,294923,33
1985,Explorers,film,3137992,295091,36
1985,Ghoulies,film,2501408,295785,26
1985,Silverado,film,2087781,301667,28
1985,Rustlers' Rhapsody,film,4204059,312999,37
1985,Pee-wee's Big Adventure,film,432236,313005,68
1985,Brewster's Millions,film,6312980,313544,37
1985,The Mutilator,film,11028867,315477,8
1985,Mishima: A Life in Four Chapters,film,1068884,323141,28
1985,The Breakfast Club,film,29943,323830,58
1985,The Purple Rose of Cairo,film,1635059,323928,27
1985,Fright Night,film,1123132,325836,106
1985,Santa Claus The Movie,film,2406759,329610,41
1985,The Stuff,film,2356365,330797,36
1985,Day of the Dead,film,63310,330799,37
1985,Phenomena,film,3999301,330800,35
1985,After Hours,film,613037,341980,26
1985,Real Genius,film,483745,342488,67
1985,Ran,film,75984,348094,21
1985,A View to a Kill,film,583932,348891,95
1985,The Goonies,film,89631,350938,133
1985,Brazil,film,74537,350939,85
1985,Gymkata,film,4600218,350941,22
1985,Ladyhawke,film,455224,350942,41
1985,The Last Dragon,film,1623267,350943,58
1985,The Man With One Red Shoe,film,4186631,350944,21
1985,Pale Rider,film,250012,350945,17
1985,Return to Oz,film,583407,350947,81
1985,Young Sherlock Holmes,film,1304986,350948,32
1985,Trancers,film,2526781,350952,21
1985,Cat's Eye,film,533515,352133,48
1985,Red Sonja,film,30854972,356098,28
1985,To Live and Die in L.A.,film,963052,356302,13
1985,Warrior of the Lost World,film,4188875,360164,36
1985,Battle of Moscow,film,29672995,360481,21
1985,Better Off Dead,film,915306,360482,60
1985,Cocoon,film,931949,360483,41
1985,Fletch,film,2484540,360485,21
1985,Into the Night,film,2020750,360487,31
1985,The Journey of Natty Gann,film,1553486,360488,30
1985,The Legend of Billie Jean,film,2058218,360489,36
1985,Once Bitten,film,3148833,360491,26
1985,One Magic Christmas,film,2261684,360492,11
1985,Out of Africa,film,89793,360493,24
1985,The Peanut Butter Solution,film,2279186,360494,9
1985,Shoah,film,147213,360495,7
1985,Spies Like Us,film,820919,360496,54
1985,St. Elmo's Fire,film,607673,360498,27
1985,The Sure Thing,film,736262,360499,39
1985,Tampopo,film,255931,360500,25
1985,Come and See,film,4492505,360601,51
1985,Re-Animator,film,1129009,361527,101
1985,Moving Violations,film,2439340,364290,15
1985,M.A.S.K.,film,442333,378346,13
1985,Invasion USA (1985),film,1553297,385315,38
1985,City Limits,film,10178483,387238,12
1985,Lost in America,film,1419848,387264,4
1985,Sesame Street Presents: Follow That Bird,film,1598832,392578,58
1985,Baby Secret Of The Lost Legend,film,4278437,406702,14
1985,Desperately Seeking Susan,film,2019025,413169,11
1985,Summer Rental,film,3152877,420863,4
1985,Agnes Of God,film,16928777,427496,13
1985,Revolution (1985),film,1602075,429996,18
1985,Girls Just Want to Have Fun,film,2159835,430514,31
1985,American Ninja,film,1191435,430888,14
1985,Billy The Kid And The Green Baize Vampire,film,1631192,431232,5
1985,Mr. Vampire,film,2052515,432037,7
1985,Breakin' 2: Electric Boogaloo,film,2251076,434536,13
1985,King David,film,1203421,436588,41
1985,Stand Alone,film,48485779,440959,4
1985,Rambo: First Blood Part II,film,583012,452891,24
1985,Silver Bullet,film,1605227,453369,29
1985,Mad Max: Beyond Thunderdome,film,598868,454291,120
1985,Prizzi's Honor,film,113454,458423,5
1985,Water (1985),film,1795303,461778,63
1985,Flesh And Blood,film,1031588,469563,4
1985,Fear City,film,14722381,493013,10
1985,Paris Texas,film,237134,500309,5
1986,Three Amigos!,film,905971,23833,85
1986,Back to School,film,1044875,69683,30
1986,Runaway Train,film,168554,70025,33
1986,Troll,film,1853602,72358,18
1986,Cobra,film,172534,252454,43
1986,Howard the Duck,film,6551171,259188,37
1986,Hoosiers,film,74375,260009,20
1986,A Better Tomorrow,film,89541,279546,34
1986,Short Circuit,film,736266,295235,149
1986,Maximum Overdrive,film,8931001,296857,53
1986,Manhunter,film,600235,297273,39
1986,Ferris Bueller's Day Off,film,88326,301692,151
1986,Labyrinth,film,177906,301724,161
1986,The Toxic Avenger,film,105397,301726,96
1986,Top Gun,film,179825,303549,77
1986,The Quiet Earth,film,5806720,311514,17
1986,Chopping Mall,film,3834588,314251,27
1986,Slaughter High,film,2155117,316039,7
1986,The Name of the Rose,film,5788437,319727,16
1986,Jumpin Jack Flash,film,30875502,324014,29
1986,Critters,film,6049256,324018,38
1986,Zombie Nightmare,film,4515631,324443,23
1986,Pretty in Pink,film,454223,328928,23
1986,Monster in the Closet,film,11741850,330757,22
1986,Night of the Creeps,film,2534857,330802,43
1986,Static,film,15838860,338378,8
1986,Raw Deal,film,1312481,350654,42
1986,Big Trouble in Little China,film,697113,350923,92
1986,Class of Nuke 'Em High,film,105401,350926,22
1986,The Golden Child,film,2102014,350927,23
1986,Platoon,film,113460,350932,88
1986,Star Trek IV: The Voyage Home,film,88609,352190,104
1986,Highlander,film,4440277,354741,88
1986,Iron Eagle,film,153372,355354,27
1986,Vamp,film,1731662,356539,23
1986,Peggy Sue Got Married,film,246559,358616,25
1986,Dead End Drive In,film,12525687,360455,21
1986,Blue Velvet,film,3947,360594,59
1986,The Christmas Toy,film,3673942,360598,32
1986,Club Paradise,film,4091681,360599,14
1986,Flight of the Navigator,film,1646067,360602,55
1986,Hannah And Her Sisters,film,113464,360604,65
1986,Gung Ho,film,3509990,360605,14
1986,Heartbreak Ridge,film,1596524,360606,65
1986,Kin-Dza-Dza!,film,1941497,360615,37
1986,The Manhattan Project,film,1563000,360616,44
1986,One Crazy Summer,film,3162951,360620,23
1986,Rad,film,1363646,360621,6
1986,Ruthless People,film,680337,360623,59
1986,Solarbabies,film,2259232,360624,21
1986,Space Camp,film,143890,360626,33
1986,Stand by Me,film,87983,360627,75
1986,Friday the 13th Part VI: Jason Lives,film,2313660,366768,62
1986,America 3000,film,12506756,373340,18
1986,The Boy Who Could Fly,film,2180950,376455,18
1986,King Kong Lives,film,3033155,377573,14
1986,Little Shop of Horrors,film,3447166,380995,80
1986,Absolute Beginners,film,2367984,384101,27
1986,The Delta Force,film,2168783,387200,11
1986,Avenging Force,film,29170556,387232,17
1986,A Fine Mess,film,5501911,387809,35
1986,The Texas Chainsaw Massacre 2,film,397753,389609,24
1986,The Money Pit,film,1565181,395337,26
1986,Popeye Doyle,film,46910365,395696,13
1986,Manon des Sources,film,1047447,396398,50
1986,Flodder,film,17666428,405481,49
1986,From Beyond,film,5283093,406302,29
1986,Nothing In Common,film,1658116,410388,37
1986,Pirates,film,3297470,414884,6
1986,Deadly Friend,film,2249951,418571,19
1986,The Sacrifice,film,593964,419372,28
1986,Eliminators,film,3572019,431381,20
1986,The Mosquito Coast,film,430780,433987,22
1986,House,film,4370892,440307,11
1986,Trick or Treat,film,7212423,448508,36
1986,The Color of Money,film,168561,462499,33
1986,River's Edge,film,2260358,468204,25
1986,Down By Law,film,3375635,474472,14
1986,Down And Out In Beverly Hills,film,1472852,475469,10
1986,Robot Holocaust,film,26097733,478271,26
1986,True Stories,film,1138831,496328,23
1987,Fatal Attraction,film,129295,15412,43
1987,Prison,film,6150355,66207,22
1987,Opera,film,5707225,224450,16
1987,*batteries not included,film,43603641,255989,37
1987,Surf Nazis Must Die,film,3213278,281698,26
1987,Empire of the Sun,film,146077,282289,34
1987,Over the Top,film,1549716,289301,23
1987,The Princess Bride,film,31153,292718,222
1987,Steel Dawn,film,5241676,295786,24
1987,Prick Up Your Ears,film,535532,310139,6
1987,Creepshow 2,film,2046012,310205,36
1987,"Planes, Trains and Automobiles",film,1397377,312721,54
1987,Blood Rage,film,13508675,314067,90
1987,Can't Buy Me Love,film,4048011,314192,29
1987,Return to Horror High,film,8594699,315623,15
1987,The Garbage Pail Kids Movie,film,3756071,316991,8
1987,Overboard,film,2209172,321814,35
1987,Prince of Darkness,film,311445,324020,47
1987,Wings of Desire,film,33121,326661,14
1987,Born In East L.A.,film,1188061,327150,17
1987,Radio Days,film,2421467,327278,55
1987,Dolls,film,6417790,327569,8
1987,Forever Evil,film,46935028,328429,9
1987,Hellraiser,film,71975,330353,29
1987,The Lost Boys,film,673472,330726,78
1987,Near Dark,film,1637470,330796,30
1987,Street Trash,film,2243157,330798,29
1987,Masters of the Universe,film,3044228,331333,62
1987,The Gate,film,1010796,337450,11
1987,Leonard Part 6,film,1246480,347266,21
1987,Au revoir les enfants,film,1688060,347859,23
1987,Predator,film,230481,348870,84
1987,The Living Daylights,film,566713,348892,96
1987,Spaceballs,film,75222,350467,114
1987,The Running Man,film,7668793,350655,118
1987,Superman IV: The Quest for Peace,film,407628,350706,48
1987,Lethal Weapon,film,235418,350805,194
1987,Innerspace,film,685832,350842,85
1987,Harry and the Hendersons,film,2037975,350844,24
1987,The Monster Squad,film,1947226,350846,93
1987,Strike Commando,film,30600310,350850,17
1987,Angel Heart,film,673682,350853,63
1987,A Nightmare on Elm Street 3: Dream Warriors,film,3037946,360113,93
1987,Amazon Women on the Moon,film,1716921,360629,30
1987,Adventures in Babysitting,film,576198,360630,43
1987,Blind Chance,film,9129303,360643,4
1987,Broadcast News,film,129278,360644,25
1987,Deadly Prey,film,21076018,360646,56
1987,Dirty Dancing,film,680361,360647,49
1987,Escape from Sobibor,film,1062223,360648,25
1987,Full Metal Jacket,film,11701,360649,165
1987,Hamburger Hill,film,675947,360651,32
1987,The Last Emperor,film,129246,360653,34
1987,Mannequin,film,882050,360655,37
1987,Moonstruck,film,129331,360657,16
1987,No Way Out,film,886560,360658,39
1987,Outrageous Fortune,film,1848371,360659,60
1987,Raising Arizona,film,279813,360660,68
1987,Roxanne,film,574768,360661,41
1987,Some Kind of Wonderful,film,703963,360662,42
1987,Three O'Clock High,film,3336243,360664,20
1987,Throw Momma from the Train,film,1968844,360666,48
1987,My Best Friend is a Vampire,film,4306406,360731,22
1987,Extreme Prejudice,film,4515733,361467,32
1987,Back To The Beach,film,2462130,362651,30
1987,Barfly,film,1722535,365831,32
1987,Cry Freedom,film,707823,369530,7
1987,Jaws: The Revenge,film,529276,378577,24
1987,Yeelen,film,3285836,379763,6
1987,Tin Men,film,2177984,382197,23
1987,Hello Mary Lou: Prom Night II,film,6563913,383812,14
1987,"Silent Night, Deadly Night Part 2",film,2680994,384993,62
1987,Ernest Goes to Camp,film,2941852,394060,36
1987,The Untouchables,film,3842730,394208,91
1987,Matewan,film,1238874,399981,38
1987,Babettes Feast,film,979825,402319,22
1987,Three Men and a Baby,film,596639,402634,19
1987,Flowers in the Attic,film,11011055,416844,50
1987,The Outing,film,12457211,432993,25
1987,House II: The Second Story,film,5144617,440382,19
1987,Beverly Hills Cop II,film,807842,442153,34
1987,House Of Games,film,2478900,446877,41
1987,In The Mood,film,24159059,455219,8
1987,The Barbarians,film,13607881,464009,22
1987,Hard Ticket to Hawaii,film,7206011,464883,9
1987,My Life As A Dog,film,3645450,481845,6
1987,Slumber Party Massacre II,film,6647928,487180,30
1988,Die Hard,film,97646,11250,164
1988,Vice Versa,film,18487239,33986,9
1988,Rain Man,film,129368,39793,39
1988,Big,film,38444154,50705,35
1988,Evil Laugh,film,13392912,275297,7
1988,Dead Ringers,film,826482,283172,9
1988,Beetlejuice,film,293524,294591,162
1988,Alien Nation,film,574909,295132,44
1988,Amsterdamned,film,12635192,296364,8
1988,Cheerleader Camp,film,6469852,296531,5
1988,Maniac Cop,film,2259649,296856,96
1988,Slugs,film,5493659,296860,6
1988,Patty Hearst,film,3082358,297533,13
1988,The Needle,film,33422526,303362,16
1988,My Neighbor Totoro,film,20669,307085,51
1988,After Death,film,3965765,312583,11
1988,High Spirits,film,4151108,319871,27
1988,Cherry 2000,film,350321,320056,15
1988,The Naked Gun,film,5419140,320102,185
1988,On Our Own,film,13141359,325291,18
1988,Waxwork,film,7292022,325768,28
1988,They Live!,film,342556,325880,55
1988,Killer Klowns from Outer Space,film,1249019,330573,60
1988,The Lair of the White Worm,film,8531241,330727,36
1988,The Serpent and the Rainbow,film,1508868,330795,32
1988,Sunset,film,4052442,333138,18
1988,Hobgoblins,film,3215125,335747,49
1988,Dangerous Liaisons,film,75933,336840,47
1988,Vibes,film,90156,336988,9
1988,Who Framed Roger Rabbit,film,76018,340134,356
1988,Scarecrows,film,5892358,343241,15
1988,The Accused,film,689785,343973,12
1988,Twins,film,1233576,350696,32
1988,Above the Law,film,67411,350817,17
1988,Coming to America,film,54540,350822,76
1988,A Fish Called Wanda,film,308898,350828,98
1988,Midnight Run,film,1122030,350832,52
1988,Mac and Me,film,2525385,350833,17
1988,The Presidio,film,3082021,350835,31
1988,Young Einstein,film,483895,350838,16
1988,Willow,film,198313,350839,117
1988,976-EVIL,film,7677968,352270,7
1988,The Last Temptation of Christ,film,7832768,358011,38
1988,Bright Lights Big City,film,5007560,359513,11
1988,Good Morning Vietnam,film,168593,360650,42
1988,Alien from L.A.,film,11573895,360707,19
1988,Bat*21,film,931121,360709,24
1988,Beaches,film,543276,360710,22
1988,Biloxi Blues,film,19877711,360711,4
1988,Bull Durham,film,670386,360712,39
1988,Cinema Paradiso,film,1249349,360713,23
1988,Cocktail,film,607735,360714,19
1988,Colors,film,2138170,360716,19
1988,Dirty Rotten Scoundrels,film,446934,360717,28
1988,Frantic,film,845738,360721,35
1988,Gorillas in the Mist,film,4848522,360722,13
1988,Married to the Mob,film,1367501,360723,26
1988,Mississippi Burning,film,129410,360728,34
1988,Scrooged,film,885824,360742,66
1988,Stand and Deliver,film,113013,360743,39
1988,Troma's War,film,20863968,360748,19
1988,The Vanishing,film,350584,360749,29
1988,Victim Of The Brain,film,2173299,360750,9
1988,Without A Clue,film,2265148,360751,38
1988,Working Girl,film,129427,360752,40
1988,Young Guns,film,673694,360754,35
1988,Dead Heat,film,488556,361644,10
1988,Tequila Sunrise,film,957942,365689,22
1988,Friday the 13th Part VII: The New Blood,film,2546472,367115,29
1988,Halloween 4: The Return of Michael Myers,film,2002258,369748,37
1988,A Nightmare on Elm Street 4: The Dream Master,film,3038038,373907,69
1988,Big Top Pee Wee,film,965992,378647,23
1988,Sleepaway Camp II: Unhappy Campers,film,4133151,386282,22
1988,Ernest Saves Christmas,film,364541,391704,32
1988,Tucker: The Man and His Dream,film,1367498,410047,9
1988,Miami Connection,film,37471880,419078,65
1988,Hellbound: Hellraiser II,film,3745287,423242,25
1988,The Dead Pool,film,1179278,435927,18
1988,The Wrong Guys,film,21196762,437391,23
1988,Mystic Pizza,film,500622,438450,21
1988,Uninvited (1988),film,31327502,439601,17
1988,Things Change,film,4270959,447110,9
1988,Deathstalker and the Warriors from Hell,film,4034973,456718,42
1988,Return of the Living Dead Part II,film,2263255,458932,20
1988,The Great Outdoors,film,3812366,463209,18
1988,Rambo III,film,1160412,484877,29
1988,Natutulog Pa Ang Diyos,film,11553544,492704,45
1988,The Blob (1988),film,2521806,499957,45
1988,Jacks Back,film,4082935,501078,15
1989,The Wizard,film,936196,12833,39
1989,Batman,film,4726,16087,257
1989,Warlock,film,2408687,52014,41
1989,Leviathan,film,3477126,64951,28
1989,Puppet Master,film,1347325,71378,51
1989,Cyborg,film,2513630,229546,82
1989,Her Alibi,film,5608911,242554,25
1989,The War of the Roses,film,30275589,245833,32
1989,Teen Witch,film,4672611,260432,34
1989,The Dead Pit,film,11715400,291446,29
1989,Weekend at Bernie's,film,1235519,292197,23
1989,Red Scorpion,film,2103169,293953,10
1989,Parenthood,film,1118829,295309,50
1989,The Dead Next Door,film,4541049,296688,22
1989,Bad Taste,film,534751,296858,68
1989,Psycho Cop,film,20897702,296917,22
1989,Intruder,film,11618840,297050,42
1989,Shocker,film,4490437,297053,51
1989,Lean on Me,film,1496622,298522,22
1989,Godzilla vs. Biollante,film,12000,309687,34
1989,Pumpkinhead,film,596701,311464,50
1989,I'm Gonna Git You Sucka,film,1575809,314134,54
1989,Las Vegas Bloodbath,film,33412374,315472,9
1989,Indiana Jones and the Last Crusade,film,51888,318217,190
1989,Erik the Viking,film,255482,319196,46
1989,"See No Evil, Hear No Evil",film,2056480,323765,19
1989,Meet the Feebles,film,21037,327467,71
1989,An Innocent Man,film,2120933,328736,6
1989,The Horror Show,film,5144797,332701,14
1989,UHF,film,390867,335762,137
1989,Sweet Home,film,31335395,341171,43
1989,The Adventures of Baron Munchausen,film,164502,347515,84
1989,Glory,film,509676,347659,72
1989,Licence to Kill,film,449547,348893,151
1989,The Burbs,film,600216,350807,29
1989,Kickboxer,film,2886766,350808,22
1989,Road House,film,901489,350812,6
1989,When Harry Met Sally,film,33270,350814,85
1989,The BFG,film,3120202,351772,14
1989,Star Trek V: The Final Frontier,film,145359,352189,129
1989,The Decalogue,film,732971,353755,5
1989,The Return of Swamp Thing,film,6179287,356744,27
1989,Bloodfist,film,6407830,360366,17
1989,Cohen and Tate,film,8743877,360367,22
1989,Dead Poets Society,film,129493,360370,78
1989,Do the Right Thing,film,73428,360371,46
1989,Field of Dreams,film,129524,360372,12
1989,God of Gamblers,film,2323824,360373,12
1989,Going Overboard,film,2523915,360374,43
1989,Heathers,film,13901,360376,146
1989,The Killer,film,451877,360377,61
1989,Kinjite: Forbidden Subjects,film,4951456,360378,7
1989,Little Monsters,film,5398963,360381,18
1989,Look Who's Talking,film,846820,360382,29
1989,Major League,film,685987,360383,86
1989,Say Anything,film,606476,360385,30
1989,"sex, lies, and videotape",film,384990,360386,29
1989,She Devil,film,8499528,360387,22
1989,Steel Magnolias,film,600008,360388,21
1989,Troop Beverly Hills,film,1879413,360389,53
1989,Uncle Buck,film,657764,360390,52
1989,Vampire's Kiss,film,4045254,360391,34
1989,The Adventures of Milo and Otis,film,497890,360592,31
1989,Earth Girls Are Easy,film,183061,360720,35
1989,Men Behind the Sun,film,794371,360724,29
1989,Miracle Mile,film,936429,360726,11
1989,Friday the 13th Part VIII: Jason Takes Manhattan,film,2351932,367743,64
1989,Halloween 5: The Revenge of Michael Myers,film,2002320,369751,40
1989,Pet Sematary,film,5018573,373605,75
